id,masv,hoten,sdt,diachi,lop,ma_nganh,ngay_sinh,gioi_tinh,ghi_chu
2105,SV02105,Sinh viên 2105,0981254148,Hạ Long 2105,KT3,KT,17/04/2003,Nam,
2106,SV02106,Sinh viên 2106,0951535304,Hạ Long 2106,KT1,KT,06/11/2003,Nam,
2107,SV02107,Sinh viên 2107,0977776814,Hạ Long 2107,QTKD3,QTKD,12/03/2005,Nam,
2108,SV02108,Sinh viên 2108,0981623442,Hạ Long 2108,DL5,DL,03/06/2004,Nam,
2109,SV02109,Sinh viên 2109,0973324571,Hạ Long 2109,CNTT5,CNTT,26/11/2000,Nữ,
2110,SV02110,Sinh viên 2110,0979422119,Hạ Long 2110,KT5,KT,05/05/2002,Nữ,
2111,SV02111,Sinh viên 2111,0926327837,Hạ Long 2111,CNTT2,CNTT,06/01/2005,Nam,
2112,SV02112,Sinh viên 2112,0954969092,Hạ Long 2112,QTKD4,QTKD,08/05/2003,Nam,
2113,SV02113,Sinh viên 2113,0919725667,Hạ Long 2113,DL3,DL,24/09/2001,Nữ,
2114,SV02114,Sinh viên 2114,0975841162,Hạ Long 2114,QTKD5,QTKD,13/10/2005,Nữ,
2115,SV02115,Sinh viên 2115,0979258871,Hạ Long 2115,NN2,NN,28/12/2003,Nam,
2116,SV02116,Sinh viên 2116,0969869972,Hạ Long 2116,KT5,KT,05/09/2001,Nam,
2117,SV02117,Sinh viên 2117,0990605707,Hạ Long 2117,QTKD4,QTKD,25/05/2004,Nữ,
2118,SV02118,Sinh viên 2118,0973878844,Hạ Long 2118,KT5,KT,10/06/2002,Nam,
2119,SV02119,Sinh viên 2119,0922687885,Hạ Long 2119,CNTT1,CNTT,17/08/2003,Nữ,
2120,SV02120,Sinh viên 2120,0964290984,Hạ Long 2120,NN2,NN,07/04/2001,Nam,
2121,SV02121,Sinh viên 2121,0980299592,Hạ Long 2121,CNTT1,CNTT,28/11/2004,Nam,
2122,SV02122,Sinh viên 2122,0926602022,Hạ Long 2122,QTKD1,QTKD,26/11/2000,Nam,
2123,SV02123,Sinh viên 2123,0958382836,Hạ Long 2123,QTKD1,QTKD,03/06/2003,Nữ,
2124,SV02124,Sinh viên 2124,0996103052,Hạ Long 2124,DL5,DL,21/03/2002,Nam,
2125,SV02125,Sinh viên 2125,0928868065,Hạ Long 2125,KT5,KT,25/02/2005,Nam,
2126,SV02126,Sinh viên 2126,0951152951,Hạ Long 2126,DL4,DL,06/03/2001,Nam,
2127,SV02127,Sinh viên 2127,0990141279,Hạ Long 2127,NN5,NN,24/09/2005,Nam,
2128,SV02128,Sinh viên 2128,0965552478,Hạ Long 2128,KT5,KT,13/11/2000,Nữ,
2129,SV02129,Sinh viên 2129,0995225973,Hạ Long 2129,QTKD2,QTKD,12/02/2002,Nữ,
2130,SV02130,Sinh viên 2130,0958294762,Hạ Long 2130,CNTT5,CNTT,23/08/2001,Nam,
2131,SV02131,Sinh viên 2131,0943712259,Hạ Long 2131,KT3,KT,27/08/2005,Nam,
2132,SV02132,Sinh viên 2132,0964152756,Hạ Long 2132,QTKD4,QTKD,27/02/2000,Nữ,
2133,SV02133,Sinh viên 2133,0942785420,Hạ Long 2133,NN1,NN,25/06/2002,Nữ,
2134,SV02134,Sinh viên 2134,0998074854,Hạ Long 2134,NN2,NN,10/01/2004,Nữ,
2135,SV02135,Sinh viên 2135,0974080623,Hạ Long 2135,KT5,KT,24/02/2004,Nữ,
2136,SV02136,Sinh viên 2136,0931882969,Hạ Long 2136,KT1,KT,05/05/2002,Nam,
2137,SV02137,Sinh viên 2137,0998620991,Hạ Long 2137,DL4,DL,11/11/2002,Nữ,
2138,SV02138,Sinh viên 2138,0944743332,Hạ Long 2138,NN3,NN,25/11/2005,Nữ,
2139,SV02139,Sinh viên 2139,0977142891,Hạ Long 2139,DL5,DL,14/11/2002,Nam,
2140,SV02140,Sinh viên 2140,0962159205,Hạ Long 2140,QTKD1,QTKD,12/08/2001,Nam,
2141,SV02141,Sinh viên 2141,0989592762,Hạ Long 2141,CNTT1,CNTT,21/09/2004,Nam,
2142,SV02142,Sinh viên 2142,0994677126,Hạ Long 2142,CNTT4,CNTT,25/06/2000,Nữ,
2143,SV02143,Sinh viên 2143,0975149496,Hạ Long 2143,NN3,NN,11/11/2005,Nam,
2144,SV02144,Sinh viên 2144,0977847244,Hạ Long 2144,CNTT1,CNTT,04/08/2005,Nam,
2145,SV02145,Sinh viên 2145,0971283713,Hạ Long 2145,DL4,DL,22/08/2000,Nữ,
2146,SV02146,Sinh viên 2146,0940240240,Hạ Long 2146,DL5,DL,21/01/2000,Nữ,
2147,SV02147,Sinh viên 2147,0993131098,Hạ Long 2147,CNTT4,CNTT,26/11/2003,Nữ,
2148,SV02148,Sinh viên 2148,0945130860,Hạ Long 2148,KT4,KT,12/04/2003,Nam,
2149,SV02149,Sinh viên 2149,0985079060,Hạ Long 2149,NN2,NN,21/06/2004,Nữ,
2150,SV02150,Sinh viên 2150,0969706415,Hạ Long 2150,DL3,DL,19/01/2005,Nữ,
2151,SV02151,Sinh viên 2151,0991661534,Hạ Long 2151,CNTT4,CNTT,23/01/2000,Nam,
2152,SV02152,Sinh viên 2152,0965295814,Hạ Long 2152,NN1,NN,24/04/2003,Nữ,
2153,SV02153,Sinh viên 2153,0996534691,Hạ Long 2153,DL2,DL,19/09/2003,Nam,
2154,SV02154,Sinh viên 2154,0964581757,Hạ Long 2154,QTKD4,QTKD,19/11/2000,Nữ,
2155,SV02155,Sinh viên 2155,0920529976,Hạ Long 2155,KT2,KT,02/08/2000,Nữ,
2156,SV02156,Sinh viên 2156,0947538480,Hạ Long 2156,DL5,DL,08/09/2005,Nữ,
2157,SV02157,Sinh viên 2157,0915095470,Hạ Long 2157,KT4,KT,15/10/2000,Nam,
2158,SV02158,Sinh viên 2158,0937985609,Hạ Long 2158,NN1,NN,04/12/2001,Nam,
2159,SV02159,Sinh viên 2159,0911014340,Hạ Long 2159,DL2,DL,19/04/2001,Nam,
2160,SV02160,Sinh viên 2160,0990798035,Hạ Long 2160,CNTT2,CNTT,26/11/2000,Nam,
2161,SV02161,Sinh viên 2161,0952407636,Hạ Long 2161,NN5,NN,02/10/2000,Nam,
2162,SV02162,Sinh viên 2162,0959710061,Hạ Long 2162,CNTT2,CNTT,18/01/2002,Nữ,
2163,SV02163,Sinh viên 2163,0979791522,Hạ Long 2163,QTKD1,QTKD,13/01/2002,Nữ,
2164,SV02164,Sinh viên 2164,0948325767,Hạ Long 2164,DL4,DL,26/08/2002,Nữ,
2165,SV02165,Sinh viên 2165,0949906067,Hạ Long 2165,CNTT3,CNTT,19/01/2004,Nam,
2166,SV02166,Sinh viên 2166,0957706914,Hạ Long 2166,KT3,KT,24/06/2004,Nữ,
2167,SV02167,Sinh viên 2167,0922480880,Hạ Long 2167,DL2,DL,05/10/2002,Nữ,
2168,SV02168,Sinh viên 2168,0941518355,Hạ Long 2168,KT5,KT,08/05/2000,Nam,
2169,SV02169,Sinh viên 2169,0967148957,Hạ Long 2169,KT4,KT,07/07/2003,Nam,
2170,SV02170,Sinh viên 2170,0983134967,Hạ Long 2170,QTKD2,QTKD,13/12/2005,Nữ,
2171,SV02171,Sinh viên 2171,0922604435,Hạ Long 2171,NN1,NN,06/02/2003,Nam,
2172,SV02172,Sinh viên 2172,0994331187,Hạ Long 2172,KT5,KT,09/01/2002,Nữ,
2173,SV02173,Sinh viên 2173,0969396731,Hạ Long 2173,CNTT4,CNTT,24/01/2003,Nữ,
2174,SV02174,Sinh viên 2174,0925051190,Hạ Long 2174,KT5,KT,25/08/2004,Nam,
2175,SV02175,Sinh viên 2175,0921741220,Hạ Long 2175,CNTT4,CNTT,02/11/2005,Nam,
2176,SV02176,Sinh viên 2176,0955979068,Hạ Long 2176,DL3,DL,18/09/2002,Nữ,
2177,SV02177,Sinh viên 2177,0969408481,Hạ Long 2177,KT1,KT,24/12/2001,Nữ,
2178,SV02178,Sinh viên 2178,0988307720,Hạ Long 2178,KT4,KT,09/02/2004,Nữ,
2179,SV02179,Sinh viên 2179,0953663793,Hạ Long 2179,CNTT5,CNTT,15/06/2002,Nam,
2180,SV02180,Sinh viên 2180,0959446609,Hạ Long 2180,DL3,DL,27/01/2000,Nam,
2181,SV02181,Sinh viên 2181,0953701368,Hạ Long 2181,NN2,NN,21/07/2004,Nữ,
2182,SV02182,Sinh viên 2182,0981294243,Hạ Long 2182,QTKD3,QTKD,23/02/2002,Nam,
2183,SV02183,Sinh viên 2183,0926557525,Hạ Long 2183,KT5,KT,05/01/2004,Nữ,
2184,SV02184,Sinh viên 2184,0913141205,Hạ Long 2184,NN1,NN,12/03/2003,Nữ,
2185,SV02185,Sinh viên 2185,0971172974,Hạ Long 2185,CNTT3,CNTT,07/06/2001,Nam,
2186,SV02186,Sinh viên 2186,0956673553,Hạ Long 2186,QTKD1,QTKD,08/04/2001,Nam,
2187,SV02187,Sinh viên 2187,0924534368,Hạ Long 2187,DL3,DL,10/07/2003,Nữ,
2188,SV02188,Sinh viên 2188,0921474110,Hạ Long 2188,DL4,DL,06/08/2005,Nam,
2189,SV02189,Sinh viên 2189,0920843531,Hạ Long 2189,CNTT3,CNTT,06/10/2000,Nam,
2190,SV02190,Sinh viên 2190,0939454450,Hạ Long 2190,CNTT5,CNTT,06/07/2003,Nữ,
2191,SV02191,Sinh viên 2191,0930637593,Hạ Long 2191,CNTT5,CNTT,15/01/2000,Nữ,
2192,SV02192,Sinh viên 2192,0919773058,Hạ Long 2192,QTKD2,QTKD,06/04/2003,Nam,
2193,SV02193,Sinh viên 2193,0984075206,Hạ Long 2193,DL3,DL,20/11/2005,Nữ,
2194,SV02194,Sinh viên 2194,0996179987,Hạ Long 2194,DL1,DL,22/11/2005,Nữ,
2195,SV02195,Sinh viên 2195,0926284748,Hạ Long 2195,CNTT3,CNTT,02/11/2004,Nữ,
2196,SV02196,Sinh viên 2196,0950680189,Hạ Long 2196,KT4,KT,08/10/2005,Nam,
2197,SV02197,Sinh viên 2197,0993425297,Hạ Long 2197,QTKD1,QTKD,18/06/2005,Nữ,
2198,SV02198,Sinh viên 2198,0972390649,Hạ Long 2198,QTKD3,QTKD,07/08/2004,Nữ,
2199,SV02199,Sinh viên 2199,0988852338,Hạ Long 2199,CNTT4,CNTT,20/06/2001,Nữ,
2200,SV02200,Sinh viên 2200,0995509254,Hạ Long 2200,NN5,NN,16/09/2004,Nam,
2201,SV02201,Sinh viên 2201,0949257850,Hạ Long 2201,DL1,DL,21/06/2004,Nam,
2202,SV02202,Sinh viên 2202,0951997700,Hạ Long 2202,KT1,KT,06/03/2002,Nam,
2203,SV02203,Sinh viên 2203,0951106668,Hạ Long 2203,KT5,KT,02/05/2004,Nữ,
2204,SV02204,Sinh viên 2204,0955053739,Hạ Long 2204,KT5,KT,15/09/2001,Nữ,
2205,SV02205,Sinh viên 2205,0947139525,Hạ Long 2205,CNTT5,CNTT,02/05/2001,Nam,
2206,SV02206,Sinh viên 2206,0929032166,Hạ Long 2206,QTKD3,QTKD,11/04/2002,Nữ,
2207,SV02207,Sinh viên 2207,0966359979,Hạ Long 2207,KT5,KT,21/02/2000,Nam,
2208,SV02208,Sinh viên 2208,0970770124,Hạ Long 2208,KT1,KT,18/03/2001,Nam,
2209,SV02209,Sinh viên 2209,0943970796,Hạ Long 2209,CNTT4,CNTT,16/09/2000,Nam,
2210,SV02210,Sinh viên 2210,0910312905,Hạ Long 2210,KT4,KT,17/05/2004,Nam,
2211,SV02211,Sinh viên 2211,0932345676,Hạ Long 2211,KT5,KT,14/07/2000,Nam,
2212,SV02212,Sinh viên 2212,0914206851,Hạ Long 2212,KT4,KT,27/02/2001,Nữ,
2213,SV02213,Sinh viên 2213,0971443138,Hạ Long 2213,QTKD4,QTKD,15/10/2004,Nam,
2214,SV02214,Sinh viên 2214,0985400357,Hạ Long 2214,KT1,KT,14/09/2004,Nam,
2215,SV02215,Sinh viên 2215,0986522021,Hạ Long 2215,CNTT4,CNTT,22/01/2000,Nữ,
2216,SV02216,Sinh viên 2216,0917341178,Hạ Long 2216,CNTT3,CNTT,17/06/2002,Nam,
2217,SV02217,Sinh viên 2217,0927989691,Hạ Long 2217,QTKD2,QTKD,03/05/2002,Nữ,
2218,SV02218,Sinh viên 2218,0998127673,Hạ Long 2218,DL1,DL,14/08/2005,Nam,
2219,SV02219,Sinh viên 2219,0952527818,Hạ Long 2219,KT1,KT,21/10/2000,Nữ,
2220,SV02220,Sinh viên 2220,0973753493,Hạ Long 2220,NN1,NN,26/08/2003,Nam,
2221,SV02221,Sinh viên 2221,0922468754,Hạ Long 2221,QTKD3,QTKD,20/10/2004,Nữ,
2222,SV02222,Sinh viên 2222,0917440158,Hạ Long 2222,CNTT1,CNTT,22/01/2003,Nữ,
2223,SV02223,Sinh viên 2223,0986604938,Hạ Long 2223,QTKD5,QTKD,22/05/2005,Nam,
2224,SV02224,Sinh viên 2224,0973227022,Hạ Long 2224,CNTT4,CNTT,08/05/2001,Nam,
2225,SV02225,Sinh viên 2225,0957852413,Hạ Long 2225,CNTT4,CNTT,12/07/2000,Nữ,
2226,SV02226,Sinh viên 2226,0968431665,Hạ Long 2226,CNTT3,CNTT,21/05/2005,Nữ,
2227,SV02227,Sinh viên 2227,0956108009,Hạ Long 2227,QTKD4,QTKD,02/02/2003,Nam,
2228,SV02228,Sinh viên 2228,0932274470,Hạ Long 2228,CNTT2,CNTT,07/01/2002,Nữ,
2229,SV02229,Sinh viên 2229,0973144366,Hạ Long 2229,QTKD3,QTKD,21/03/2004,Nữ,
2230,SV02230,Sinh viên 2230,0968378451,Hạ Long 2230,QTKD4,QTKD,05/09/2001,Nam,
2231,SV02231,Sinh viên 2231,0985113066,Hạ Long 2231,NN5,NN,03/11/2003,Nam,
2232,SV02232,Sinh viên 2232,0950682918,Hạ Long 2232,NN2,NN,21/12/2004,Nam,
2233,SV02233,Sinh viên 2233,0911048162,Hạ Long 2233,KT2,KT,08/07/2000,Nam,
2234,SV02234,Sinh viên 2234,0940218475,Hạ Long 2234,QTKD3,QTKD,13/02/2002,Nữ,
2235,SV02235,Sinh viên 2235,0978608950,Hạ Long 2235,QTKD3,QTKD,26/12/2000,Nam,
2236,SV02236,Sinh viên 2236,0916830320,Hạ Long 2236,CNTT2,CNTT,04/06/2005,Nam,
2237,SV02237,Sinh viên 2237,0912847019,Hạ Long 2237,KT4,KT,28/09/2005,Nam,
2238,SV02238,Sinh viên 2238,0996409175,Hạ Long 2238,QTKD4,QTKD,28/09/2000,Nữ,
2239,SV02239,Sinh viên 2239,0978718795,Hạ Long 2239,CNTT1,CNTT,27/02/2004,Nữ,
2240,SV02240,Sinh viên 2240,0947503537,Hạ Long 2240,CNTT3,CNTT,19/04/2001,Nữ,
2241,SV02241,Sinh viên 2241,0948713890,Hạ Long 2241,NN5,NN,21/03/2004,Nam,
2242,SV02242,Sinh viên 2242,0989969594,Hạ Long 2242,CNTT4,CNTT,17/12/2000,Nữ,
2243,SV02243,Sinh viên 2243,0934363898,Hạ Long 2243,NN4,NN,06/01/2001,Nữ,
2244,SV02244,Sinh viên 2244,0995395414,Hạ Long 2244,DL5,DL,16/10/2002,Nam,
2245,SV02245,Sinh viên 2245,0920377485,Hạ Long 2245,KT4,KT,24/08/2004,Nam,
2246,SV02246,Sinh viên 2246,0959798313,Hạ Long 2246,NN1,NN,27/12/2000,Nữ,
2247,SV02247,Sinh viên 2247,0917577738,Hạ Long 2247,NN4,NN,26/11/2005,Nam,
2248,SV02248,Sinh viên 2248,0994107155,Hạ Long 2248,NN4,NN,06/02/2004,Nữ,
2249,SV02249,Sinh viên 2249,0928169919,Hạ Long 2249,DL2,DL,20/02/2001,Nam,
2250,SV02250,Sinh viên 2250,0924530230,Hạ Long 2250,KT4,KT,22/06/2005,Nữ,
2251,SV02251,Sinh viên 2251,0912767234,Hạ Long 2251,KT4,KT,09/12/2002,Nam,
2252,SV02252,Sinh viên 2252,0991448362,Hạ Long 2252,NN5,NN,14/05/2005,Nam,
2253,SV02253,Sinh viên 2253,0961585013,Hạ Long 2253,NN1,NN,23/03/2004,Nam,
2254,SV02254,Sinh viên 2254,0922577020,Hạ Long 2254,CNTT3,CNTT,23/07/2004,Nữ,
2255,SV02255,Sinh viên 2255,0946767805,Hạ Long 2255,CNTT4,CNTT,23/12/2000,Nam,
2256,SV02256,Sinh viên 2256,0914129676,Hạ Long 2256,DL4,DL,16/06/2000,Nữ,
2257,SV02257,Sinh viên 2257,0946072735,Hạ Long 2257,NN5,NN,07/07/2002,Nam,
2258,SV02258,Sinh viên 2258,0946054106,Hạ Long 2258,DL2,DL,25/08/2003,Nam,
2259,SV02259,Sinh viên 2259,0915881005,Hạ Long 2259,NN5,NN,09/09/2005,Nữ,
2260,SV02260,Sinh viên 2260,0921244366,Hạ Long 2260,DL2,DL,01/12/2004,Nam,
2261,SV02261,Sinh viên 2261,0961244814,Hạ Long 2261,CNTT1,CNTT,22/09/2003,Nam,
2262,SV02262,Sinh viên 2262,0938006948,Hạ Long 2262,DL5,DL,06/08/2001,Nữ,
2263,SV02263,Sinh viên 2263,0932270812,Hạ Long 2263,DL1,DL,15/01/2003,Nam,
2264,SV02264,Sinh viên 2264,0944373253,Hạ Long 2264,DL1,DL,25/06/2005,Nữ,
2265,SV02265,Sinh viên 2265,0964252641,Hạ Long 2265,DL4,DL,23/11/2003,Nữ,
2266,SV02266,Sinh viên 2266,0996945871,Hạ Long 2266,QTKD5,QTKD,15/02/2001,Nữ,
2267,SV02267,Sinh viên 2267,0957383585,Hạ Long 2267,KT3,KT,15/02/2004,Nữ,
2268,SV02268,Sinh viên 2268,0940107754,Hạ Long 2268,CNTT1,CNTT,15/04/2005,Nữ,
2269,SV02269,Sinh viên 2269,0940607703,Hạ Long 2269,QTKD1,QTKD,05/09/2004,Nam,
2270,SV02270,Sinh viên 2270,0982403407,Hạ Long 2270,KT4,KT,23/04/2001,Nam,
2271,SV02271,Sinh viên 2271,0915772996,Hạ Long 2271,DL2,DL,20/01/2005,Nam,
2272,SV02272,Sinh viên 2272,0975398392,Hạ Long 2272,CNTT3,CNTT,13/01/2000,Nam,
2273,SV02273,Sinh viên 2273,0994649514,Hạ Long 2273,DL4,DL,22/08/2005,Nam,
2274,SV02274,Sinh viên 2274,0996841528,Hạ Long 2274,NN1,NN,06/09/2002,Nam,
2275,SV02275,Sinh viên 2275,0948088477,Hạ Long 2275,DL5,DL,12/02/2004,Nữ,
2276,SV02276,Sinh viên 2276,0985523563,Hạ Long 2276,CNTT4,CNTT,26/05/2001,Nam,
2277,SV02277,Sinh viên 2277,0983633230,Hạ Long 2277,NN3,NN,08/07/2005,Nam,
2278,SV02278,Sinh viên 2278,0968297162,Hạ Long 2278,NN2,NN,17/05/2002,Nữ,
2279,SV02279,Sinh viên 2279,0936300390,Hạ Long 2279,CNTT1,CNTT,06/09/2002,Nữ,
2280,SV02280,Sinh viên 2280,0979705693,Hạ Long 2280,QTKD3,QTKD,04/04/2000,Nam,
2281,SV02281,Sinh viên 2281,0959441577,Hạ Long 2281,QTKD1,QTKD,20/12/2003,Nữ,
2282,SV02282,Sinh viên 2282,0945320951,Hạ Long 2282,KT4,KT,24/02/2000,Nam,
2283,SV02283,Sinh viên 2283,0997736743,Hạ Long 2283,QTKD3,QTKD,20/05/2000,Nữ,
2284,SV02284,Sinh viên 2284,0963142100,Hạ Long 2284,QTKD3,QTKD,15/10/2004,Nam,
2285,SV02285,Sinh viên 2285,0910418549,Hạ Long 2285,CNTT4,CNTT,10/02/2000,Nam,
2286,SV02286,Sinh viên 2286,0985707247,Hạ Long 2286,DL1,DL,03/04/2002,Nam,
2287,SV02287,Sinh viên 2287,0972300956,Hạ Long 2287,NN1,NN,08/11/2002,Nam,
2288,SV02288,Sinh viên 2288,0956102647,Hạ Long 2288,NN3,NN,11/02/2000,Nam,
2289,SV02289,Sinh viên 2289,0911519989,Hạ Long 2289,QTKD5,QTKD,09/11/2003,Nam,
2290,SV02290,Sinh viên 2290,0933612123,Hạ Long 2290,CNTT1,CNTT,04/09/2003,Nữ,
2291,SV02291,Sinh viên 2291,0962903922,Hạ Long 2291,KT3,KT,09/10/2002,Nam,
2292,SV02292,Sinh viên 2292,0961204026,Hạ Long 2292,NN5,NN,26/01/2005,Nam,
2293,SV02293,Sinh viên 2293,0928726069,Hạ Long 2293,CNTT2,CNTT,25/08/2002,Nam,
2294,SV02294,Sinh viên 2294,0989130441,Hạ Long 2294,NN5,NN,19/06/2001,Nữ,
2295,SV02295,Sinh viên 2295,0913010132,Hạ Long 2295,QTKD4,QTKD,02/12/2000,Nữ,
2296,SV02296,Sinh viên 2296,0966581466,Hạ Long 2296,DL1,DL,11/09/2001,Nam,
2297,SV02297,Sinh viên 2297,0924533856,Hạ Long 2297,DL4,DL,25/09/2001,Nữ,
2298,SV02298,Sinh viên 2298,0963488431,Hạ Long 2298,QTKD1,QTKD,02/01/2002,Nam,
2299,SV02299,Sinh viên 2299,0990681567,Hạ Long 2299,CNTT1,CNTT,16/11/2002,Nam,
2300,SV02300,Sinh viên 2300,0934659278,Hạ Long 2300,KT5,KT,24/10/2004,Nam,
2301,SV02301,Sinh viên 2301,0958614400,Hạ Long 2301,DL1,DL,22/04/2005,Nam,
2302,SV02302,Sinh viên 2302,0997692010,Hạ Long 2302,NN4,NN,17/10/2001,Nữ,
2303,SV02303,Sinh viên 2303,0999572531,Hạ Long 2303,DL1,DL,03/11/2003,Nữ,
2304,SV02304,Sinh viên 2304,0961317983,Hạ Long 2304,QTKD1,QTKD,19/04/2003,Nữ,
2305,SV02305,Sinh viên 2305,0977746455,Hạ Long 2305,NN2,NN,23/01/2001,Nữ,
2306,SV02306,Sinh viên 2306,0917563195,Hạ Long 2306,QTKD3,QTKD,10/08/2000,Nữ,
2307,SV02307,Sinh viên 2307,0993260086,Hạ Long 2307,QTKD3,QTKD,11/08/2003,Nam,
2308,SV02308,Sinh viên 2308,0975437963,Hạ Long 2308,KT1,KT,18/07/2002,Nữ,
2309,SV02309,Sinh viên 2309,0989442594,Hạ Long 2309,DL2,DL,05/10/2004,Nữ,
2310,SV02310,Sinh viên 2310,0985190199,Hạ Long 2310,DL4,DL,17/07/2003,Nữ,
2311,SV02311,Sinh viên 2311,0937606671,Hạ Long 2311,NN5,NN,02/10/2000,Nữ,
2312,SV02312,Sinh viên 2312,0936311523,Hạ Long 2312,CNTT1,CNTT,07/07/2004,Nữ,
2313,SV02313,Sinh viên 2313,0914693549,Hạ Long 2313,QTKD2,QTKD,04/08/2000,Nam,
2314,SV02314,Sinh viên 2314,0929965699,Hạ Long 2314,KT1,KT,25/10/2005,Nam,
2315,SV02315,Sinh viên 2315,0997333451,Hạ Long 2315,NN4,NN,09/06/2002,Nam,
2316,SV02316,Sinh viên 2316,0946660488,Hạ Long 2316,QTKD2,QTKD,17/09/2004,Nữ,
2317,SV02317,Sinh viên 2317,0966018774,Hạ Long 2317,NN5,NN,28/06/2005,Nam,
2318,SV02318,Sinh viên 2318,0938080286,Hạ Long 2318,KT5,KT,21/04/2004,Nam,
2319,SV02319,Sinh viên 2319,0934606313,Hạ Long 2319,CNTT2,CNTT,04/04/2003,Nam,
2320,SV02320,Sinh viên 2320,0982652385,Hạ Long 2320,KT2,KT,27/02/2002,Nữ,
2321,SV02321,Sinh viên 2321,0921060316,Hạ Long 2321,KT4,KT,03/07/2004,Nam,
2322,SV02322,Sinh viên 2322,0968890963,Hạ Long 2322,QTKD2,QTKD,26/01/2004,Nam,
2323,SV02323,Sinh viên 2323,0981935525,Hạ Long 2323,KT4,KT,05/10/2005,Nữ,
2324,SV02324,Sinh viên 2324,0959875170,Hạ Long 2324,DL4,DL,25/08/2004,Nam,
2325,SV02325,Sinh viên 2325,0938167097,Hạ Long 2325,KT1,KT,02/04/2004,Nam,
2326,SV02326,Sinh viên 2326,0941806510,Hạ Long 2326,DL1,DL,05/06/2001,Nam,
2327,SV02327,Sinh viên 2327,0911760194,Hạ Long 2327,KT5,KT,20/04/2004,Nữ,
2328,SV02328,Sinh viên 2328,0983329567,Hạ Long 2328,NN3,NN,19/07/2003,Nam,
2329,SV02329,Sinh viên 2329,0980136679,Hạ Long 2329,QTKD2,QTKD,03/01/2001,Nam,
2330,SV02330,Sinh viên 2330,0915298361,Hạ Long 2330,DL3,DL,05/12/2001,Nữ,
2331,SV02331,Sinh viên 2331,0958662766,Hạ Long 2331,CNTT2,CNTT,23/05/2002,Nữ,
2332,SV02332,Sinh viên 2332,0953955782,Hạ Long 2332,QTKD2,QTKD,05/10/2002,Nữ,
2333,SV02333,Sinh viên 2333,0998846944,Hạ Long 2333,DL5,DL,14/09/2000,Nữ,
2334,SV02334,Sinh viên 2334,0978362366,Hạ Long 2334,NN4,NN,13/11/2004,Nam,
2335,SV02335,Sinh viên 2335,0939799692,Hạ Long 2335,DL1,DL,01/11/2001,Nam,
2336,SV02336,Sinh viên 2336,0968381093,Hạ Long 2336,NN2,NN,09/05/2005,Nam,
2337,SV02337,Sinh viên 2337,0961042777,Hạ Long 2337,KT1,KT,26/08/2001,Nam,
2338,SV02338,Sinh viên 2338,0981590363,Hạ Long 2338,DL2,DL,05/03/2003,Nam,
2339,SV02339,Sinh viên 2339,0957157853,Hạ Long 2339,DL3,DL,17/09/2002,Nam,
2340,SV02340,Sinh viên 2340,0992323218,Hạ Long 2340,DL2,DL,06/11/2005,Nữ,
2341,SV02341,Sinh viên 2341,0975717292,Hạ Long 2341,CNTT4,CNTT,19/04/2001,Nữ,
2342,SV02342,Sinh viên 2342,0913917326,Hạ Long 2342,CNTT2,CNTT,28/03/2005,Nữ,
2343,SV02343,Sinh viên 2343,0913347984,Hạ Long 2343,KT2,KT,03/01/2000,Nữ,
2344,SV02344,Sinh viên 2344,0993128641,Hạ Long 2344,DL3,DL,24/11/2003,Nữ,
2345,SV02345,Sinh viên 2345,0970285537,Hạ Long 2345,KT2,KT,20/02/2004,Nam,
2346,SV02346,Sinh viên 2346,0955113798,Hạ Long 2346,NN4,NN,01/02/2002,Nữ,
2347,SV02347,Sinh viên 2347,0923395672,Hạ Long 2347,QTKD1,QTKD,10/09/2005,Nam,
2348,SV02348,Sinh viên 2348,0925968818,Hạ Long 2348,QTKD4,QTKD,11/12/2000,Nam,
2349,SV02349,Sinh viên 2349,0915978085,Hạ Long 2349,KT4,KT,07/11/2001,Nữ,
2350,SV02350,Sinh viên 2350,0941697104,Hạ Long 2350,NN2,NN,01/04/2000,Nam,
2351,SV02351,Sinh viên 2351,0951378584,Hạ Long 2351,QTKD3,QTKD,07/01/2001,Nam,
2352,SV02352,Sinh viên 2352,0930297641,Hạ Long 2352,KT4,KT,21/07/2000,Nam,
2353,SV02353,Sinh viên 2353,0971403013,Hạ Long 2353,KT3,KT,28/04/2002,Nam,
2354,SV02354,Sinh viên 2354,0989724953,Hạ Long 2354,KT1,KT,08/10/2005,Nữ,
2355,SV02355,Sinh viên 2355,0956430398,Hạ Long 2355,KT2,KT,11/06/2000,Nam,
2356,SV02356,Sinh viên 2356,0961752967,Hạ Long 2356,QTKD3,QTKD,23/11/2000,Nam,
2357,SV02357,Sinh viên 2357,0986022609,Hạ Long 2357,NN1,NN,20/07/2002,Nữ,
2358,SV02358,Sinh viên 2358,0988676002,Hạ Long 2358,NN2,NN,10/07/2004,Nam,
2359,SV02359,Sinh viên 2359,0938894875,Hạ Long 2359,QTKD2,QTKD,27/01/2004,Nam,
2360,SV02360,Sinh viên 2360,0972580067,Hạ Long 2360,QTKD3,QTKD,25/05/2002,Nam,
2361,SV02361,Sinh viên 2361,0989268170,Hạ Long 2361,KT5,KT,16/02/2003,Nữ,
2362,SV02362,Sinh viên 2362,0992461326,Hạ Long 2362,CNTT5,CNTT,10/06/2004,Nam,
