id,masv,hoten,cc,dk1,dk2,dt,diem_trung_binh,ghi_chu
2494,SV02494,Sinh viên 2494,7.1,9.7,7.4,8.6,8.43,Giỏi
2495,SV02495,Sinh viên 2495,7.6,9.2,5.5,8.0,7.76,Khá
2496,SV02496,Sinh viên 2496,7.4,4.4,4.4,2.1,3.32,Yếu
2497,SV02497,Sinh viên 2497,8.4,8.7,3.6,4.2,5.21,Trung bình
2498,SV02498,Sinh viên 2498,8.5,4.6,6.8,9.6,8.32,Giỏi
2499,SV02499,Sinh viên 2499,6.0,9.0,7.0,9.7,8.82,Giỏi
2500,SV02500,Sinh viên 2500,7.8,6.2,8.0,4.5,5.61,Trung bình
2501,SV02501,Sinh viên 2501,9.8,3.9,4.3,9.3,7.79,Khá
2502,SV02502,Sinh viên 2502,7.1,6.8,8.0,2.0,4.13,Yếu
2503,SV02503,Sinh viên 2503,8.7,5.3,6.8,8.9,8.03,Giỏi
2504,SV02504,Sinh viên 2504,7.8,7.5,4.3,6.9,6.69,Khá
2505,SV02505,Sinh viên 2505,5.3,9.9,3.8,3.9,4.92,Yếu
2506,SV02506,Sinh viên 2506,7.5,3.8,6.6,2.0,3.51,Yếu
2507,SV02507,Sinh viên 2507,5.0,8.6,3.9,5.0,5.38,Trung bình
2508,SV02508,Sinh viên 2508,6.1,6.0,6.3,7.4,6.9,Khá
2509,SV02509,Sinh viên 2509,9.6,7.5,7.6,2.9,4.96,Yếu
2510,SV02510,Sinh viên 2510,6.4,3.2,9.5,2.2,3.87,Yếu
2511,SV02511,Sinh viên 2511,7.3,7.1,5.0,5.3,5.72,Trung bình
2512,SV02512,Sinh viên 2512,7.4,4.8,6.5,3.2,4.36,Yếu
2513,SV02513,Sinh viên 2513,6.1,7.4,3.6,5.3,5.44,Trung bình
2514,SV02514,Sinh viên 2514,6.6,5.3,3.3,7.1,6.21,Trung bình
2515,SV02515,Sinh viên 2515,7.6,7.2,6.9,7.0,7.08,Khá
2516,SV02516,Sinh viên 2516,7.4,7.6,7.6,2.8,4.7,Yếu
2517,SV02517,Sinh viên 2517,8.3,9.2,4.8,8.9,8.27,Giỏi
2518,SV02518,Sinh viên 2518,7.2,9.8,8.4,8.1,8.31,Giỏi
2519,SV02519,Sinh viên 2519,6.7,7.2,8.0,4.7,5.77,Trung bình
2520,SV02520,Sinh viên 2520,6.5,7.9,4.9,6.7,6.59,Khá
2521,SV02521,Sinh viên 2521,9.3,4.5,6.3,9.9,8.49,Giỏi
2522,SV02522,Sinh viên 2522,7.2,9.5,3.6,9.3,8.27,Giỏi
2523,SV02523,Sinh viên 2523,8.5,9.1,8.6,5.9,7.04,Khá
2524,SV02524,Sinh viên 2524,9.2,7.0,9.9,6.3,7.23,Khá
2525,SV02525,Sinh viên 2525,7.2,7.5,9.5,7.2,7.59,Khá
2526,SV02526,Sinh viên 2526,6.0,7.7,7.1,7.6,7.38,Khá
2527,SV02527,Sinh viên 2527,9.7,6.2,7.8,5.3,6.25,Trung bình
2528,SV02528,Sinh viên 2528,7.4,5.3,3.7,2.6,3.65,Yếu
2529,SV02529,Sinh viên 2529,5.7,7.2,4.0,4.7,5.07,Trung bình
2530,SV02530,Sinh viên 2530,9.3,5.4,4.6,7.0,6.63,Khá
2531,SV02531,Sinh viên 2531,7.5,7.8,8.4,7.4,7.62,Khá
2532,SV02532,Sinh viên 2532,6.8,6.7,8.7,4.9,5.93,Trung bình
2533,SV02533,Sinh viên 2533,8.9,9.1,9.2,2.6,5.2,Trung bình
2534,SV02534,Sinh viên 2534,9.8,8.4,6.9,2.5,4.78,Yếu
2535,SV02535,Sinh viên 2535,8.4,9.4,6.2,6.9,7.32,Khá
2536,SV02536,Sinh viên 2536,5.4,4.7,9.7,7.0,6.9,Khá
2537,SV02537,Sinh viên 2537,8.6,9.1,7.8,5.2,6.51,Khá
2538,SV02538,Sinh viên 2538,7.3,8.1,9.5,4.7,6.19,Trung bình
2539,SV02539,Sinh viên 2539,5.5,3.6,3.4,9.1,7.06,Khá
2540,SV02540,Sinh viên 2540,5.6,6.7,7.1,3.1,4.49,Yếu
2541,SV02541,Sinh viên 2541,6.0,9.1,5.3,7.6,7.32,Khá
2542,SV02542,Sinh viên 2542,6.5,9.4,7.2,8.7,8.36,Giỏi
2543,SV02543,Sinh viên 2543,6.1,3.8,6.2,2.4,3.55,Yếu
2544,SV02544,Sinh viên 2544,8.0,6.0,9.7,2.8,4.83,Yếu
2545,SV02545,Sinh viên 2545,9.0,3.9,5.4,5.0,5.29,Trung bình
2546,SV02546,Sinh viên 2546,6.9,7.6,8.6,6.8,7.2,Khá
2547,SV02547,Sinh viên 2547,8.4,7.6,3.1,4.5,5.14,Trung bình
2548,SV02548,Sinh viên 2548,7.7,3.3,9.0,8.4,7.66,Khá
2549,SV02549,Sinh viên 2549,7.2,4.3,3.4,2.1,3.13,Yếu
2550,SV02550,Sinh viên 2550,5.1,5.5,5.1,2.9,3.84,Yếu
2551,SV02551,Sinh viên 2551,9.2,7.7,8.6,8.1,8.22,Giỏi
2552,SV02552,Sinh viên 2552,8.8,6.5,9.8,2.7,4.95,Yếu
2553,SV02553,Sinh viên 2553,7.8,3.3,7.2,7.7,6.97,Khá
2554,SV02554,Sinh viên 2554,7.3,9.5,3.9,9.3,8.32,Giỏi
2555,SV02555,Sinh viên 2555,8.7,9.5,8.8,9.7,9.43,Giỏi
2556,SV02556,Sinh viên 2556,5.8,4.7,4.7,3.7,4.21,Yếu
2557,SV02557,Sinh viên 2557,9.1,3.1,3.6,7.7,6.54,Khá
2558,SV02558,Sinh viên 2558,6.9,3.7,8.0,2.1,3.71,Yếu
2559,SV02559,Sinh viên 2559,8.3,7.2,8.9,8.2,8.16,Giỏi
2560,SV02560,Sinh viên 2560,9.4,8.4,8.1,2.1,4.67,Yếu
2561,SV02561,Sinh viên 2561,5.0,9.3,6.9,5.1,5.99,Trung bình
2562,SV02562,Sinh viên 2562,8.6,5.9,3.5,8.2,7.19,Khá
2563,SV02563,Sinh viên 2563,9.1,6.8,8.2,3.0,4.96,Yếu
2564,SV02564,Sinh viên 2564,7.8,6.8,6.4,3.9,5.1,Trung bình
2565,SV02565,Sinh viên 2565,6.7,9.2,9.1,6.4,7.25,Khá
2566,SV02566,Sinh viên 2566,7.6,7.8,4.3,4.7,5.39,Trung bình
2567,SV02567,Sinh viên 2567,6.7,3.9,6.2,9.0,7.58,Khá
2568,SV02568,Sinh viên 2568,6.1,6.9,5.9,3.2,4.45,Yếu
2569,SV02569,Sinh viên 2569,7.5,5.4,5.6,4.3,4.98,Yếu
2570,SV02570,Sinh viên 2570,6.4,4.0,7.8,9.9,8.35,Giỏi
2571,SV02571,Sinh viên 2571,8.4,5.7,5.7,4.8,5.43,Trung bình
2572,SV02572,Sinh viên 2572,9.1,5.7,6.1,5.0,5.68,Trung bình
2573,SV02573,Sinh viên 2573,9.3,5.0,9.5,7.4,7.54,Khá
2574,SV02574,Sinh viên 2574,6.0,8.8,6.1,5.2,5.96,Trung bình
2575,SV02575,Sinh viên 2575,8.4,6.0,3.5,9.3,7.85,Khá
2576,SV02576,Sinh viên 2576,9.3,6.4,6.7,2.8,4.58,Yếu
2577,SV02577,Sinh viên 2577,5.1,5.7,9.0,9.3,8.29,Giỏi
2578,SV02578,Sinh viên 2578,7.6,9.4,5.1,8.5,8.04,Giỏi
2579,SV02579,Sinh viên 2579,6.2,3.1,7.1,4.8,5.03,Trung bình
2580,SV02580,Sinh viên 2580,7.7,6.8,7.5,5.2,6.04,Trung bình
2581,SV02581,Sinh viên 2581,6.0,8.8,3.5,4.5,5.14,Trung bình
2582,SV02582,Sinh viên 2582,6.5,7.7,3.4,8.8,7.6,Khá
2583,SV02583,Sinh viên 2583,9.4,4.4,3.2,4.4,4.72,Yếu
2584,SV02584,Sinh viên 2584,5.3,5.5,4.7,3.6,4.22,Yếu
2585,SV02585,Sinh viên 2585,5.3,7.2,5.4,4.2,4.94,Yếu
2586,SV02586,Sinh viên 2586,6.6,8.2,8.9,7.9,7.96,Khá
2587,SV02587,Sinh viên 2587,7.3,6.1,4.2,4.5,4.97,Yếu
2588,SV02588,Sinh viên 2588,6.9,4.0,6.9,2.4,3.77,Yếu
2589,SV02589,Sinh viên 2589,5.8,8.4,3.3,9.8,8.21,Giỏi
2590,SV02590,Sinh viên 2590,9.3,6.7,5.5,3.8,5.04,Trung bình
2591,SV02591,Sinh viên 2591,5.9,4.7,9.0,7.4,7.08,Khá
2592,SV02592,Sinh viên 2592,5.6,3.6,6.4,7.4,6.5,Khá
2593,SV02593,Sinh viên 2593,8.2,7.6,7.0,4.1,5.47,Trung bình
2594,SV02594,Sinh viên 2594,6.7,4.9,9.1,8.4,7.81,Khá
2595,SV02595,Sinh viên 2595,9.1,7.4,6.7,7.6,7.58,Khá
2596,SV02596,Sinh viên 2596,6.2,7.1,9.0,9.1,8.5,Giỏi
2597,SV02597,Sinh viên 2597,7.8,9.1,9.1,7.1,7.77,Khá
2598,SV02598,Sinh viên 2598,9.8,4.2,3.1,7.7,6.7,Khá
2599,SV02599,Sinh viên 2599,5.7,6.0,8.7,5.5,6.07,Trung bình
2600,SV02600,Sinh viên 2600,9.5,8.4,8.7,5.7,6.94,Khá
2601,SV02601,Sinh viên 2601,9.6,5.2,9.5,6.2,6.88,Khá
2602,SV02602,Sinh viên 2602,6.4,3.5,9.1,9.5,8.23,Giỏi
2603,SV02603,Sinh viên 2603,5.3,4.8,5.5,9.2,7.59,Khá
2604,SV02604,Sinh viên 2604,9.4,8.2,4.8,9.7,8.71,Giỏi
2605,SV02605,Sinh viên 2605,6.6,5.5,5.2,5.4,5.5,Trung bình
2606,SV02606,Sinh viên 2606,6.7,3.8,9.1,5.9,6.14,Trung bình
2607,SV02607,Sinh viên 2607,8.2,5.8,9.1,6.7,7.07,Khá
2608,SV02608,Sinh viên 2608,8.7,9.2,8.0,10.0,9.45,Giỏi
2609,SV02609,Sinh viên 2609,6.2,4.5,7.5,6.1,6.08,Trung bình
2610,SV02610,Sinh viên 2610,8.3,7.9,5.5,3.1,4.7,Yếu
2611,SV02611,Sinh viên 2611,8.5,3.2,3.4,3.9,4.18,Yếu
2612,SV02612,Sinh viên 2612,9.0,9.5,8.9,9.9,9.6,Giỏi
2613,SV02613,Sinh viên 2613,9.3,7.3,3.0,7.9,7.22,Khá
2614,SV02614,Sinh viên 2614,5.4,5.9,6.4,3.5,4.48,Yếu
2615,SV02615,Sinh viên 2615,8.1,6.1,3.0,3.9,4.51,Yếu
2616,SV02616,Sinh viên 2616,6.7,5.6,6.6,8.4,7.54,Khá
2617,SV02617,Sinh viên 2617,9.7,5.5,4.6,3.1,4.34,Yếu
2618,SV02618,Sinh viên 2618,6.5,6.4,10.0,5.6,6.47,Trung bình
2619,SV02619,Sinh viên 2619,6.3,3.8,9.7,9.5,8.36,Giỏi
2620,SV02620,Sinh viên 2620,6.6,5.9,7.2,8.9,7.96,Khá
2621,SV02621,Sinh viên 2621,7.8,6.8,3.8,6.9,6.51,Khá
2622,SV02622,Sinh viên 2622,5.9,6.2,8.9,9.2,8.38,Giỏi
2623,SV02623,Sinh viên 2623,6.4,5.9,4.3,7.3,6.55,Khá
2624,SV02624,Sinh viên 2624,7.6,9.5,8.5,9.0,8.86,Giỏi
2625,SV02625,Sinh viên 2625,9.5,8.7,5.7,2.4,4.55,Yếu
2626,SV02626,Sinh viên 2626,8.9,3.8,5.3,3.3,4.23,Yếu
2627,SV02627,Sinh viên 2627,5.8,4.0,7.9,6.2,6.08,Trung bình
2628,SV02628,Sinh viên 2628,5.2,9.9,9.8,8.1,8.34,Giỏi
2629,SV02629,Sinh viên 2629,6.4,3.8,5.7,8.0,6.87,Khá
2630,SV02630,Sinh viên 2630,5.2,9.8,8.2,6.9,7.36,Khá
2631,SV02631,Sinh viên 2631,9.3,8.6,3.8,4.1,5.25,Trung bình
2632,SV02632,Sinh viên 2632,9.0,9.5,7.8,9.5,9.2,Giỏi
2633,SV02633,Sinh viên 2633,8.0,8.4,3.8,3.3,4.61,Yếu
2634,SV02634,Sinh viên 2634,7.1,4.8,5.2,7.8,6.89,Khá
2635,SV02635,Sinh viên 2635,7.9,3.1,5.5,8.4,7.12,Khá
2636,SV02636,Sinh viên 2636,6.9,4.3,7.3,2.7,4.05,Yếu
2637,SV02637,Sinh viên 2637,7.4,9.0,4.2,2.3,4.1,Yếu
2638,SV02638,Sinh viên 2638,6.4,3.5,4.7,3.9,4.21,Yếu
2639,SV02639,Sinh viên 2639,5.9,8.8,9.7,8.9,8.71,Giỏi
2640,SV02640,Sinh viên 2640,7.7,5.4,7.7,8.9,8.07,Giỏi
2641,SV02641,Sinh viên 2641,9.2,6.0,4.9,9.3,8.13,Giỏi
2642,SV02642,Sinh viên 2642,7.7,7.5,4.0,4.2,5.02,Trung bình
2643,SV02643,Sinh viên 2643,8.7,3.1,8.0,9.6,8.29,Giỏi
2644,SV02644,Sinh viên 2644,9.3,5.6,3.5,9.8,8.18,Giỏi
2645,SV02645,Sinh viên 2645,7.6,9.9,3.4,2.1,4.01,Yếu
2646,SV02646,Sinh viên 2646,5.6,8.9,5.4,4.6,5.46,Trung bình
2647,SV02647,Sinh viên 2647,7.1,4.0,6.9,4.9,5.29,Trung bình
2648,SV02648,Sinh viên 2648,8.3,7.7,4.1,9.0,8.0,Giỏi
2649,SV02649,Sinh viên 2649,5.7,7.7,9.6,6.7,7.18,Khá
2650,SV02650,Sinh viên 2650,8.8,9.1,7.8,8.6,8.57,Giỏi
2651,SV02651,Sinh viên 2651,10.0,6.4,9.5,5.0,6.38,Trung bình
2652,SV02652,Sinh viên 2652,9.8,3.1,5.1,2.3,3.59,Yếu
2653,SV02653,Sinh viên 2653,7.5,6.8,3.5,2.3,3.67,Yếu
2654,SV02654,Sinh viên 2654,8.6,3.4,4.9,4.6,4.87,Yếu
2655,SV02655,Sinh viên 2655,8.1,7.8,9.8,2.7,5.07,Trung bình
2656,SV02656,Sinh viên 2656,6.0,6.4,9.0,2.0,4.11,Yếu
2657,SV02657,Sinh viên 2657,9.3,9.7,8.5,8.9,9.0,Giỏi
2658,SV02658,Sinh viên 2658,9.1,8.1,3.4,6.5,6.54,Khá
2659,SV02659,Sinh viên 2659,8.8,7.2,6.4,4.1,5.38,Trung bình
2660,SV02660,Sinh viên 2660,8.4,3.3,3.9,8.0,6.72,Khá
2661,SV02661,Sinh viên 2661,5.2,4.2,7.2,9.9,8.17,Giỏi
2662,SV02662,Sinh viên 2662,9.8,5.3,4.2,9.4,8.04,Giỏi
2663,SV02663,Sinh viên 2663,9.9,4.5,7.4,5.1,5.83,Trung bình
2664,SV02664,Sinh viên 2664,5.5,8.0,6.8,8.9,8.11,Giỏi
2665,SV02665,Sinh viên 2665,7.1,8.0,7.7,2.2,4.38,Yếu
2666,SV02666,Sinh viên 2666,9.1,5.2,3.3,7.3,6.56,Khá
2667,SV02667,Sinh viên 2667,6.1,4.4,8.0,8.2,7.39,Khá
2668,SV02668,Sinh viên 2668,5.5,4.8,5.1,4.3,4.61,Yếu
2669,SV02669,Sinh viên 2669,8.8,7.1,4.3,7.3,6.97,Khá
2670,SV02670,Sinh viên 2670,6.2,3.6,9.8,6.4,6.47,Trung bình
2671,SV02671,Sinh viên 2671,9.1,9.0,8.7,5.2,6.69,Khá
2672,SV02672,Sinh viên 2672,9.6,9.5,8.5,5.7,7.08,Khá
2673,SV02673,Sinh viên 2673,9.7,6.9,8.6,2.2,4.62,Yếu
2674,SV02674,Sinh viên 2674,9.8,5.8,9.0,4.3,5.78,Trung bình
2675,SV02675,Sinh viên 2675,7.3,5.6,7.4,3.0,4.48,Yếu
2676,SV02676,Sinh viên 2676,6.5,3.2,3.5,7.1,5.91,Trung bình
2677,SV02677,Sinh viên 2677,6.3,8.1,8.1,5.3,6.24,Trung bình
2678,SV02678,Sinh viên 2678,7.6,9.1,9.2,4.7,6.32,Trung bình
2679,SV02679,Sinh viên 2679,9.3,8.4,6.8,5.5,6.51,Khá
2680,SV02680,Sinh viên 2680,7.1,3.4,4.9,3.4,4.0,Yếu
2681,SV02681,Sinh viên 2681,6.1,4.1,5.1,6.7,6.01,Trung bình
2682,SV02682,Sinh viên 2682,6.8,9.3,6.0,4.5,5.67,Trung bình
2683,SV02683,Sinh viên 2683,6.3,8.5,9.0,6.5,7.15,Khá
2684,SV02684,Sinh viên 2684,6.6,8.0,6.4,4.6,5.58,Trung bình
2685,SV02685,Sinh viên 2685,7.9,6.8,6.3,5.1,5.81,Trung bình
2686,SV02686,Sinh viên 2686,9.4,3.6,4.8,5.6,5.56,Trung bình
2687,SV02687,Sinh viên 2687,8.6,8.6,5.7,5.7,6.42,Trung bình
2688,SV02688,Sinh viên 2688,7.7,8.9,6.9,4.7,5.96,Trung bình
2689,SV02689,Sinh viên 2689,8.0,6.7,8.3,9.5,8.75,Giỏi
2690,SV02690,Sinh viên 2690,7.0,7.8,3.3,7.8,7.04,Khá
2691,SV02691,Sinh viên 2691,7.6,7.7,7.4,8.9,8.37,Giỏi
2692,SV02692,Sinh viên 2692,5.4,4.2,3.6,2.4,3.15,Yếu
2693,SV02693,Sinh viên 2693,8.1,5.6,7.4,8.8,8.04,Giỏi
2694,SV02694,Sinh viên 2694,6.6,4.3,7.6,4.1,4.9,Yếu
2695,SV02695,Sinh viên 2695,5.2,7.3,7.9,8.4,7.84,Khá
2696,SV02696,Sinh viên 2696,9.0,4.6,5.3,6.8,6.46,Trung bình
2697,SV02697,Sinh viên 2697,9.9,7.3,9.8,8.6,8.71,Giỏi
2698,SV02698,Sinh viên 2698,7.9,7.4,8.1,6.6,7.07,Khá
2699,SV02699,Sinh viên 2699,7.7,6.6,4.6,5.0,5.45,Trung bình
2700,SV02700,Sinh viên 2700,5.3,5.8,8.2,3.7,4.85,Yếu
2701,SV02701,Sinh viên 2701,7.8,4.4,4.8,7.7,6.78,Khá
2702,SV02702,Sinh viên 2702,9.4,3.5,9.2,3.9,5.18,Trung bình
2703,SV02703,Sinh viên 2703,9.7,7.6,5.6,8.4,7.99,Khá
2704,SV02704,Sinh viên 2704,8.3,7.3,5.1,2.5,4.19,Yếu
2705,SV02705,Sinh viên 2705,6.5,8.1,6.9,7.9,7.64,Khá
2706,SV02706,Sinh viên 2706,8.4,9.6,4.9,6.5,6.91,Khá
2707,SV02707,Sinh viên 2707,7.4,7.5,3.5,8.5,7.49,Khá
2708,SV02708,Sinh viên 2708,9.1,4.8,9.6,2.1,4.33,Yếu
2709,SV02709,Sinh viên 2709,5.9,3.5,5.6,2.5,3.46,Yếu
2710,SV02710,Sinh viên 2710,5.1,8.2,5.3,9.6,8.29,Giỏi
2711,SV02711,Sinh viên 2711,5.7,8.4,7.6,6.4,6.81,Khá
2712,SV02712,Sinh viên 2712,8.3,7.7,8.7,8.5,8.39,Giỏi
2713,SV02713,Sinh viên 2713,5.6,8.9,3.6,2.2,3.75,Yếu
2714,SV02714,Sinh viên 2714,6.2,8.6,5.8,8.3,7.76,Khá
2715,SV02715,Sinh viên 2715,7.5,3.7,7.0,9.3,7.93,Khá
2716,SV02716,Sinh viên 2716,5.8,3.5,7.6,6.7,6.26,Trung bình
2717,SV02717,Sinh viên 2717,9.9,7.8,6.7,7.8,7.84,Khá
2718,SV02718,Sinh viên 2718,5.3,9.3,7.5,2.9,4.79,Yếu
2719,SV02719,Sinh viên 2719,9.7,7.6,9.9,7.6,8.15,Giỏi
2720,SV02720,Sinh viên 2720,5.4,3.4,9.5,2.7,4.1,Yếu
2721,SV02721,Sinh viên 2721,6.5,3.9,4.5,3.6,4.07,Yếu
2722,SV02722,Sinh viên 2722,9.0,7.8,8.0,7.2,7.59,Khá
2723,SV02723,Sinh viên 2723,9.3,8.8,7.3,3.6,5.51,Trung bình
2724,SV02724,Sinh viên 2724,8.3,6.4,5.2,3.2,4.49,Yếu
2725,SV02725,Sinh viên 2725,8.1,3.2,4.2,8.6,7.08,Khá
2726,SV02726,Sinh viên 2726,7.4,5.3,3.8,3.1,3.96,Yếu
2727,SV02727,Sinh viên 2727,7.3,3.3,5.1,3.3,3.97,Yếu
2728,SV02728,Sinh viên 2728,8.2,3.1,4.9,3.9,4.36,Yếu
2729,SV02729,Sinh viên 2729,6.2,8.9,9.2,4.4,5.98,Trung bình
2730,SV02730,Sinh viên 2730,9.6,7.6,8.0,3.9,5.64,Trung bình
2731,SV02731,Sinh viên 2731,7.3,5.5,8.3,8.9,8.14,Giỏi
2732,SV02732,Sinh viên 2732,9.3,3.6,9.1,9.0,8.23,Giỏi
2733,SV02733,Sinh viên 2733,7.9,6.3,6.8,6.7,6.77,Khá
2734,SV02734,Sinh viên 2734,7.3,8.2,6.8,9.0,8.38,Giỏi
2735,SV02735,Sinh viên 2735,9.6,5.5,7.4,5.9,6.44,Trung bình
2736,SV02736,Sinh viên 2736,8.6,5.8,8.1,8.3,7.92,Khá
2737,SV02737,Sinh viên 2737,6.3,9.0,7.1,9.0,8.45,Giỏi
2738,SV02738,Sinh viên 2738,9.8,5.4,8.5,8.0,7.87,Khá
2739,SV02739,Sinh viên 2739,8.2,4.9,8.3,8.9,8.14,Giỏi
2740,SV02740,Sinh viên 2740,5.8,4.7,8.9,3.5,4.72,Yếu
2741,SV02741,Sinh viên 2741,6.4,3.8,8.6,5.3,5.68,Trung bình
2742,SV02742,Sinh viên 2742,7.5,5.7,3.4,3.6,4.28,Yếu
2743,SV02743,Sinh viên 2743,8.6,5.9,7.2,10.0,8.82,Giỏi
2744,SV02744,Sinh viên 2744,9.6,4.8,9.7,5.3,6.31,Trung bình
2745,SV02745,Sinh viên 2745,8.5,6.7,6.2,5.3,5.96,Trung bình
2746,SV02746,Sinh viên 2746,8.8,7.2,5.2,3.8,5.02,Trung bình
2747,SV02747,Sinh viên 2747,6.2,9.5,9.2,7.4,7.87,Khá
2748,SV02748,Sinh viên 2748,6.8,3.9,4.1,6.9,6.02,Trung bình
2749,SV02749,Sinh viên 2749,7.7,9.8,3.5,8.3,7.75,Khá
2750,SV02750,Sinh viên 2750,7.1,6.4,10.0,4.1,5.63,Trung bình
2751,SV02751,Sinh viên 2751,6.2,5.4,3.1,2.5,3.4,Yếu
2752,SV02752,Sinh viên 2752,8.2,7.9,7.6,9.7,8.96,Giỏi
2753,SV02753,Sinh viên 2753,7.9,6.8,4.3,4.5,5.15,Trung bình
2754,SV02754,Sinh viên 2754,6.3,7.3,9.0,9.2,8.59,Giỏi
2755,SV02755,Sinh viên 2755,8.0,6.2,9.6,2.0,4.37,Yếu
2756,SV02756,Sinh viên 2756,8.9,3.2,4.4,9.4,7.67,Khá
2757,SV02757,Sinh viên 2757,5.4,8.3,9.1,5.7,6.57,Khá
2758,SV02758,Sinh viên 2758,7.7,5.4,7.1,5.8,6.12,Trung bình
2759,SV02759,Sinh viên 2759,9.3,5.7,9.8,8.1,8.11,Giỏi
2760,SV02760,Sinh viên 2760,6.7,8.9,8.8,2.3,4.71,Yếu
2761,SV02761,Sinh viên 2761,8.5,9.7,4.7,4.4,5.65,Trung bình
2762,SV02762,Sinh viên 2762,8.0,9.4,6.6,2.0,4.4,Yếu
2763,SV02763,Sinh viên 2763,7.8,7.5,9.0,5.2,6.38,Trung bình
2764,SV02764,Sinh viên 2764,7.5,5.1,3.3,9.0,7.41,Khá
2765,SV02765,Sinh viên 2765,9.2,5.3,8.5,8.9,8.33,Giỏi
2766,SV02766,Sinh viên 2766,7.4,3.2,9.1,6.3,6.37,Trung bình
2767,SV02767,Sinh viên 2767,9.5,7.3,5.5,5.6,6.23,Trung bình
2768,SV02768,Sinh viên 2768,5.6,7.5,9.9,9.6,8.93,Giỏi
2769,SV02769,Sinh viên 2769,9.1,6.8,9.1,7.3,7.67,Khá
2770,SV02770,Sinh viên 2770,6.8,8.2,7.1,9.4,8.62,Giỏi
2771,SV02771,Sinh viên 2771,5.7,6.7,7.1,7.0,6.84,Khá
2772,SV02772,Sinh viên 2772,6.3,5.3,5.1,7.8,6.87,Khá
2773,SV02773,Sinh viên 2773,5.4,7.9,4.6,5.8,5.89,Trung bình
2774,SV02774,Sinh viên 2774,6.5,3.3,3.6,6.4,5.53,Trung bình
2775,SV02775,Sinh viên 2775,7.4,9.8,9.2,3.6,5.75,Trung bình
2776,SV02776,Sinh viên 2776,5.2,9.8,4.5,4.7,5.48,Trung bình
2777,SV02777,Sinh viên 2777,5.8,8.6,9.0,9.4,8.86,Giỏi
2778,SV02778,Sinh viên 2778,8.4,6.2,8.0,4.1,5.43,Trung bình
2779,SV02779,Sinh viên 2779,7.9,9.1,8.0,7.2,7.68,Khá
2780,SV02780,Sinh viên 2780,9.5,5.3,3.5,3.8,4.55,Yếu
2781,SV02781,Sinh viên 2781,8.9,7.3,3.4,3.2,4.42,Yếu
2782,SV02782,Sinh viên 2782,5.1,4.9,4.4,5.1,4.96,Yếu
2783,SV02783,Sinh viên 2783,6.7,7.1,9.7,5.2,6.31,Trung bình
2784,SV02784,Sinh viên 2784,6.7,3.6,3.0,3.2,3.58,Yếu
2785,SV02785,Sinh viên 2785,8.8,8.7,5.3,2.5,4.48,Yếu
2786,SV02786,Sinh viên 2786,6.1,8.9,9.2,5.4,6.57,Khá
2787,SV02787,Sinh viên 2787,5.8,7.8,9.6,5.0,6.19,Trung bình
2788,SV02788,Sinh viên 2788,9.5,4.4,7.3,9.4,8.34,Giỏi
2789,SV02789,Sinh viên 2789,5.3,3.7,8.1,9.8,8.18,Giỏi
2790,SV02790,Sinh viên 2790,6.6,6.5,5.9,4.3,5.1,Trung bình
2791,SV02791,Sinh viên 2791,6.4,6.8,7.9,6.0,6.44,Trung bình
2792,SV02792,Sinh viên 2792,7.8,6.3,6.4,7.4,7.12,Khá
2793,SV02793,Sinh viên 2793,5.2,9.5,5.2,9.2,8.24,Giỏi
2794,SV02794,Sinh viên 2794,8.0,6.4,7.2,4.8,5.72,Trung bình
2795,SV02795,Sinh viên 2795,9.7,4.4,5.0,8.9,7.72,Khá
2796,SV02796,Sinh viên 2796,5.1,9.9,3.3,8.0,7.29,Khá
2797,SV02797,Sinh viên 2797,6.2,6.3,5.4,9.0,7.77,Khá
2798,SV02798,Sinh viên 2798,7.0,9.8,4.1,7.4,7.23,Khá
2799,SV02799,Sinh viên 2799,8.7,8.3,6.5,4.0,5.49,Trung bình
2800,SV02800,Sinh viên 2800,7.5,7.7,7.5,2.1,4.29,Yếu
2801,SV02801,Sinh viên 2801,9.5,4.0,4.9,8.4,7.33,Khá
2802,SV02802,Sinh viên 2802,8.8,5.9,7.6,5.3,6.08,Trung bình
2803,SV02803,Sinh viên 2803,6.2,5.3,3.8,3.4,4.03,Yếu
2804,SV02804,Sinh viên 2804,7.5,4.8,4.0,4.8,4.95,Yếu
2805,SV02805,Sinh viên 2805,9.3,5.5,7.4,5.8,6.35,Trung bình
2806,SV02806,Sinh viên 2806,9.5,6.8,8.1,3.6,5.35,Trung bình
2807,SV02807,Sinh viên 2807,8.7,7.3,4.7,8.8,7.95,Khá
2808,SV02808,Sinh viên 2808,6.2,5.8,5.9,3.8,4.65,Yếu
2809,SV02809,Sinh viên 2809,7.6,5.4,7.0,5.3,5.8,Trung bình
2810,SV02810,Sinh viên 2810,7.3,5.7,6.5,8.9,7.9,Khá
2811,SV02811,Sinh viên 2811,9.9,3.3,5.7,3.9,4.68,Yếu
2812,SV02812,Sinh viên 2812,6.1,9.3,6.7,7.1,7.27,Khá
2813,SV02813,Sinh viên 2813,10.0,3.7,8.7,5.6,6.22,Trung bình
2814,SV02814,Sinh viên 2814,9.4,9.5,4.5,8.9,8.38,Giỏi
2815,SV02815,Sinh viên 2815,8.1,3.3,4.3,5.7,5.37,Trung bình
2816,SV02816,Sinh viên 2816,7.8,5.2,9.7,4.9,5.96,Trung bình
